riis on geniaaln,CPU Name,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Perf.,Test Date,Socket,Category
,AMD EPYC 7B13,60,NA,"77,460",NA,"2,564",NA,NA,NA,Sep 2021,Unknown,Server
,AMD EPYC 7F52,16,"$3,100.00*","40,951",13.21,"2,446",0.79,240,170.63,Jun 2020,SP3,Server
,AMD EPYC 7R32,48,NA,"64,727",NA,"1,922",NA,NA,NA,Dec 2020,Unknown,Server
,AMD FX-4100 Quad-Core,2,$23.41,"2,545",108.73,"1,283",54.82,95,26.79,Oct 2011,AM3+,Desktop
,AMD FX-4150 Quad-Core,4,NA,"3,327",NA,"1,465",NA,125,26.61,Dec 2013,AM3+,Desktop
,AMD FX-4200 Quad-Core,4,$59.95*,"3,134",52.27,"1,285",21.44,125,25.07,Dec 2013,AM3+,Desktop
,AMD FX-4320,2,NA,"3,073",NA,"1,545",NA,95,32.35,Jan 2016,AM3+,Desktop
,AMD FX-4350 Quad-Core,2,$99.99,"3,238",32.39,"1,604",16.05,125,25.91,Jun 2013,AM3+,Desktop
,AMD FX-6120 Six-Core,3,$108.02,"3,863",35.76,"1,415",13.10,95,40.66,Jun 2012,AM3+,Desktop
,AMD FX-6200 Six-Core,3,$299.95,"4,003",13.35,"1,376",4.59,125,32.03,Mar 2012,AM3+,Desktop
,AMD FX-6330 Six-Core,3,NA,"4,455",NA,"1,540",NA,95,46.90,Nov 2016,AM3+,Desktop
,AMD FX-670K Quad-Core,2,NA,"2,897",NA,"1,566",NA,65,44.57,Apr 2014,FM2,Desktop
,AMD FX-7600P,4,NA,"2,306",NA,"1,129",NA,35,65.87,Jan 2015,FP3,Laptop
,AMD FX-770K Quad-Core,2,NA,"2,578",NA,"1,413",NA,65,39.66,Dec 2014,FM2+,Desktop
,AMD FX-8120 Eight-Core,4,$51.99,"4,559",87.69,"1,328",25.54,125,36.47,Oct 2011,AM3+,Desktop
,AMD FX-8150 Eight-Core,4,$73.97,"5,044",68.19,"1,396",18.88,125,40.35,Sep 2011,AM3+,Desktop
,AMD FX-8310 Eight-Core,4,$831.15*,"5,164",6.21,"1,434",1.73,95,54.35,Oct 2014,AM3+,Desktop
,AMD FX-8320E Eight-Core,4,$132.00,"4,953",37.52,"1,405",10.65,95,52.14,Oct 2014,AM3+,Desktop
,AMD FX-8370 Eight-Core,4,$219.99,"6,124",27.84,"1,631",7.41,125,48.99,Sep 2014,AM3+,Desktop
,AMD FX-870K Quad Core,2,NA,"3,094",NA,"1,369",NA,NA,NA,Oct 2016,Unknown,Unknown
,AMD FX-9370 Eight-Core,4,$389.99,"5,980",15.33,"1,668",4.28,220,27.18,Jul 2013,AM3+,Desktop
,AMD FX-9800P,4,NA,"2,231",NA,"1,105",NA,15,148.74,Jun 2016,Unknown,Laptop
,AMD FX-B4150 Quad-Core,2,$89.68*,"3,369",37.57,"1,425",15.89,95,35.46,Feb 2013,AM3+,Desktop
,AMD G-T40R,1,NA,120,NA,327,NA,5.5,21.75,Oct 2018,FT1,Laptop
,AMD G-T48E,2,NA,416,NA,454,NA,18,23.09,Aug 2013,FT1,Laptop
,AMD G-T56E,2,NA,442,NA,522,NA,18,24.58,Jul 2013,FT1,Laptop
,AMD Geode NX 2400+,1,NA,400,NA,634,NA,NA,NA,Sep 2016,Unknown,Unknown
,AMD GX-212JC SOC,2,NA,619,NA,453,NA,6,103.13,Jul 2014,FT3b,Laptop
,AMD GX-218GL SOC,2,NA,754,NA,627,NA,15,50.27,Mar 2017,BGA769 (FT3b),Laptop
,AMD GX-412HC,4,NA,"1,065",NA,412,NA,7,152.12,Jan 2015,FT3b,Laptop
,AMD GX-420CA SOC,4,NA,"1,715",NA,653,NA,25,68.59,Dec 2013,FT3 (769-BGA),Laptop
,AMD GX-424CC SOC,4,NA,"1,755",NA,797,NA,25,70.19,Jul 2014,FT3b,Laptop
,AMD Opteron 1214,2,$91.05,696,7.65,830,9.11,103,6.76,Nov 2009,AM2,Server
,AMD Opteron 1216,2,$54.85*,781,14.23,810,14.78,103,7.58,Feb 2009,AM2,Server
,AMD Opteron 1218,2,NA,910,NA,962,NA,103,8.84,May 2010,AM2,Server
,AMD Opteron 1222,2,NA,"1,089",NA,"1,128",NA,103,10.58,Jul 2010,AM2,Server
,AMD Opteron 1354,4,$238.01*,"1,620",6.81,864,3.63,75,21.60,Mar 2009,AM2,Server
,AMD Opteron 1381,4,NA,"1,797",NA,"1,011",NA,75,23.96,Apr 2012,AM3,Server
,AMD Opteron 1389,4,NA,"2,079",NA,"1,102",NA,75,27.72,Feb 2014,AM2,Server
,AMD Opteron 146,1,$35.00*,346,9.88,400,11.43,67,5.16,Mar 2009,939,Server
,AMD Opteron 150,1,$352.94,393,1.11,471,1.34,85.3,4.60,Mar 2009,939,Server
,AMD Opteron 154,1,NA,457,NA,534,NA,104,4.39,Dec 2011,939,Server
,AMD Opteron 170,2,NA,648,NA,715,NA,110,5.89,Feb 2009,939,Server
,AMD Opteron 180,2,$119.95,746,6.22,874,7.29,110,6.78,Feb 2009,939,Server
,AMD Opteron 2218,2,$96.41,"1,036",10.75,491,5.09,95,10.91,Mar 2009,F (1207),Server
,AMD Opteron 2220 SE,2,$25.00*,909,36.35,519,20.75,119,7.64,Sep 2009,F (1207),Server
,AMD Opteron 2354,4,$285.19*,"1,509",5.29,857,3.00,115,13.12,Sep 2013,F (1207),Server
,AMD Opteron 2373 EE,4,NA,"1,635",NA,814,NA,60,27.25,Feb 2018,F (1207),Server
,AMD Opteron 2384,4,"$1,299.00","2,074",1.60,"1,074",0.83,75,27.66,Jul 2009,F (1207),Server
,AMD Opteron 2419 EE,6,NA,"1,902",NA,396,NA,60,31.70,Aug 2014,F (1207),Server
,AMD Opteron 2431,6,$24.99*,"2,936",117.48,570,22.81,75,39.14,Aug 2009,F (1207),Server
,AMD Opteron 254,1,NA,451,NA,578,NA,68,6.63,Dec 2012,940,Server
,AMD Opteron 275,2,$72.05,839,11.65,445,6.18,95,8.83,Dec 2008,940,Server
,AMD Opteron 285,2,$24.95*,956,38.30,509,20.39,95,10.06,Apr 2009,940,Server
,AMD Opteron 3250 HE,2,$99.00*,"2,061",20.82,"1,003",10.13,45,45.80,May 2019,AM3+,Server
,AMD Opteron 3280,8,$98.02,"3,720",37.95,"1,043",10.64,65,57.22,Aug 2012,AM3+,Server
,AMD Opteron 3350 HE,4,$392.00,"2,825",7.21,"1,362",3.47,45,62.78,Jun 2013,Unknown,Server
,AMD Opteron 3380,8,$809.00*,"4,134",5.11,"1,107",1.37,65,63.60,Apr 2013,Unknown,Server
,AMD Opteron 4170 HE,6,$39.99,"2,382",59.56,476,11.90,65,36.65,Dec 2010,C32,Server
,AMD Opteron 4274 HE,4,$76.99,"5,776",75.02,"1,060",13.77,65,88.86,Jun 2012,C32,Server
,AMD Opteron 4284,4,$103.70,"4,665",44.99,"1,181",11.39,95,49.11,Feb 2013,Socket C32,Server
,AMD Opteron 4334,3,$129.95,"3,949",30.39,"1,269",9.76,95,41.57,Mar 2016,Socket C32,Server
,AMD Opteron 4386,4,$239.70,"4,378",18.26,"1,012",4.22,95,46.08,Jun 2014,C32,Server
,AMD Opteron 6128 HE,8,NA,"2,932",NA,823,NA,85,34.50,May 2015,Socket G34,Server
,AMD Opteron 6164 HE,12,NA,"3,478",NA,399,NA,85,40.92,Jun 2013,Socket G34,Server
,AMD Opteron 6174,12,"$3,780.00","3,697",0.98,488,0.13,115,32.15,May 2013,Socket G34,Server
,AMD Opteron 6212,4,$19.95,"4,007",200.83,"1,085",54.41,115,34.84,May 2013,Socket G34,Server
,AMD Opteron 6234,6,$450.99,"4,072",9.03,547,1.21,115,35.41,Jan 2012,G34,Server
,AMD Opteron 6272,8,$101.09,"5,240",51.83,753,7.45,115,45.56,Dec 2011,G34,Server
,AMD Opteron 6276,8,$79.00,"6,351",80.40,"1,122",14.20,115,55.23,Mar 2013,Socket G34,Server
,AMD Opteron 6282 SE,16,$223.39,"6,385",28.58,953,4.27,140,45.61,Feb 2013,Unknown,Server
,AMD Opteron 6328,4,$343.46,"5,246",15.27,"1,433",4.17,115,45.62,Jul 2013,G34,Server
,AMD Opteron 6348,6,"$1,708.82","8,030",4.70,"1,302",0.76,115,69.83,May 2013,Unknown,Server
,AMD Opteron 6376,8,"$2,055.00","5,572",2.71,"1,165",0.57,115,48.45,Aug 2013,Socket G34,Server
,AMD Opteron 6380,8,$799.94,"7,336",9.17,"1,237",1.55,115,63.79,Mar 2015,G34,Server
,AMD Opteron 8439 SE,6,$52.00*,"2,479",47.67,590,11.34,105,23.61,Feb 2013,F (1207),Server
,AMD Opteron X3216 APU,2,NA,"1,619",NA,"1,328",NA,15,107.92,Aug 2017,Unknown,Server
,AMD Opteron X3421 APU,4,NA,"3,289",NA,"1,476",NA,35,93.98,Jun 2017,Unknown,Server
,AMD Phenom 8250e Triple-Core,3,$46.99*,"1,084",23.08,729,15.52,65,16.68,Aug 2009,940,Desktop
,AMD Phenom 8450 Triple-Core,3,$16.99*,"1,163",68.43,816,48.00,95,12.24,Dec 2008,AM2+,Desktop
,AMD Phenom 8600 Triple-Core,3,$52.99*,"1,210",22.84,898,16.95,95,12.74,Feb 2009,AM2+,Desktop
,AMD Phenom 8650 Triple-Core,3,$19.00*,"1,205",63.42,854,44.94,95,12.68,Dec 2008,AM2+,Desktop
,AMD Phenom 8750B Triple-Core,3,NA,"1,188",NA,901,NA,95,12.50,May 2009,AM2+,Desktop
,AMD Phenom 8850B Triple-Core,3,NA,"1,281",NA,972,NA,95,13.48,Sep 2010,Unknown,Desktop
,AMD Phenom 9150e Quad-Core,4,$247.50*,"1,300",5.25,705,2.85,65,20.00,Feb 2009,AM2+,Desktop
,AMD Phenom 9450e Quad-Core,4,$105.00*,"1,455",13.86,841,8.01,65,22.39,Mar 2010,AM2+,Desktop
,AMD Phenom 9550 Quad-Core,4,$29.99*,"1,627",54.25,868,28.95,95,17.13,Dec 2008,AM2+,Desktop
,AMD Phenom 9600B Quad-Core,4,$39.95*,"1,687",42.23,929,23.26,95,17.76,Mar 2009,AM2+,Desktop
,AMD Phenom 9750 Quad-Core,4,$48.02*,"1,804",37.56,942,19.63,125,14.43,Dec 2008,AM2+,Desktop
,AMD Phenom 9850 Quad-Core,4,$129.99*,"1,680",12.92,925,7.12,125,13.44,Nov 2008,AM2+,Desktop
,AMD Phenom 9950 Quad-Core,4,$97.04*,"1,863",19.20,"1,040",10.72,125,14.91,Nov 2008,AM2+,Desktop
,AMD Phenom FX-5200 Quad-Core,4,NA,"1,699",NA,919,NA,65,26.14,Dec 2010,AM3,Unknown
,AMD Phenom II N640 Dual-Core,2,$54.95*,965,17.57,"1,039",18.90,35,27.58,Oct 2010,S1,Laptop
,AMD Phenom II N830 3+1,4,NA,"1,768",NA,935,NA,35,50.52,Aug 2014,S1,Laptop
,AMD Phenom II N850 Triple-Core,3,$25.00*,"1,253",50.13,882,35.28,35,35.81,Sep 2010,S1,Laptop
,AMD Phenom II N930 Quad-Core,4,$129.95*,"1,540",11.85,827,6.37,35,44.00,Apr 2010,S1,Laptop
,AMD Phenom II N970 Quad-Core,4,$149.99*,"1,632",10.88,904,6.03,35,46.64,Mar 2011,S1,Laptop
,AMD Phenom II P820 Triple-Core,3,NA,"1,068",NA,717,NA,25,42.70,Jul 2010,S1,Laptop
,AMD Phenom II P860 Triple-Core,3,NA,"1,214",NA,831,NA,35,34.69,Jan 2011,S1,Laptop
,AMD Phenom II P940 Quad-Core,4,NA,"1,319",NA,679,NA,35,37.68,Oct 2010,S1,Laptop
,AMD Phenom II X2 511,2,NA,"1,163",NA,"1,253",NA,65,17.89,Feb 2011,AM2+/AM3,Unknown
,AMD Phenom II X2 545,2,$43.98*,"1,204",27.38,"1,220",27.74,80,15.05,Aug 2009,AM2+/AM3,Desktop
,AMD Phenom II X2 555,2,$36.96,"1,290",34.91,"1,320",35.72,80,16.13,Feb 2010,AM2+/AM3,Desktop
,AMD Phenom II X2 565,2,$168.87*,"1,389",8.23,"1,410",8.35,80,17.37,Jan 2011,AM2+/AM3,Desktop
,AMD Phenom II X2 B53,2,NA,"1,126",NA,"1,164",NA,80,14.07,Nov 2009,AM3,Desktop
,AMD Phenom II X2 B57,2,NA,"1,099",NA,"1,231",NA,80,13.73,May 2010,Unknown,Unknown
,AMD Phenom II X3 700e,3,NA,"1,430",NA,969,NA,65,21.99,Nov 2010,AM3,Desktop
,AMD Phenom II X3 710,3,$169.00*,"1,501",8.88,"1,065",6.30,95,15.81,Feb 2009,AM3,Desktop
,AMD Phenom II X3 740,3,$88.99*,"1,424",16.00,982,11.03,95,14.99,Jul 2010,Unknown,Unknown
,AMD Phenom II X3 B75,3,$49.95*,"1,485",29.72,"1,154",23.10,95,15.63,Aug 2009,AM3,Desktop
,AMD Phenom II X4 805,4,$173.99*,"1,844",10.60,999,5.74,95,19.42,Apr 2009,AM3,Desktop
,AMD Phenom II X4 820,4,$29.00*,"2,108",72.68,"1,137",39.21,95,22.19,Nov 2009,AM3,Desktop
,AMD Phenom II X4 840,4,$24.49,"2,353",96.09,"1,307",53.36,95,24.77,Feb 2011,AM2+/AM3,Desktop
,AMD Phenom II X4 850,4,$64.99*,"2,397",36.89,"1,351",20.78,95,25.23,Jul 2011,AM2+/AM3,Unknown
,AMD Phenom II X4 905e,4,$53.99*,"1,895",35.11,"1,029",19.06,65,29.16,Jun 2009,AM3,Desktop
,AMD Phenom II X4 910e,4,$69.90*,"2,016",28.85,"1,077",15.40,65,31.02,May 2010,AM3,Desktop
,AMD Phenom II X4 925,4,$22.57,"2,161",95.76,"1,154",51.13,95,22.75,Mar 2009,AM3,Desktop
,AMD Phenom II X4 945,4,$29.21,"2,240",76.69,"1,228",42.06,125,17.92,Apr 2009,AM3,Desktop
,AMD Phenom II X4 960T,4,$32.33,"2,152",66.55,"1,279",39.56,95,22.65,Jun 2011,AM3,Desktop
,AMD Phenom II X4 970,4,$59.88,"2,660",44.42,"1,416",23.65,125,21.28,Sep 2010,AM3,Unknown
,AMD Phenom II X4 975,4,$97.00*,"2,479",25.56,"1,408",14.52,125,19.83,Jan 2011,AM3,Unknown
,AMD Phenom II X4 980,4,$130.00*,"2,829",21.76,"1,521",11.70,125,22.63,Jul 2011,AM3,Unknown
,AMD Phenom II X4 B15e,4,NA,"1,825",NA,"1,069",NA,NA,NA,Nov 2010,AM2+/AM3,Desktop
,AMD Phenom II X4 B35,4,NA,"2,341",NA,"1,215",NA,NA,NA,Nov 2009,AM2+/AM3,Desktop
,AMD Phenom II X4 B45,4,NA,"2,119",NA,"1,246",NA,NA,NA,Sep 2009,Unknown,Unknown
,AMD Phenom II X4 B55,4,NA,"2,397",NA,"1,308",NA,NA,NA,Feb 2010,AM2+/AM3,Desktop
,AMD Phenom II X4 B65,4,NA,"2,576",NA,"1,357",NA,NA,NA,Jan 2011,AM2+/AM3,Desktop
,AMD Phenom II X4 B93,4,NA,"2,104",NA,"1,141",NA,95,22.15,Dec 2010,AM3,Desktop
,AMD Phenom II X4 B97,4,$79.95*,"2,467",30.85,"1,326",16.58,95,25.97,Sep 2010,AM2+/AM3,Desktop
,AMD Phenom II X6 1035T,6,$108.00*,"2,941",27.23,"1,233",11.42,95,30.96,May 2010,AM3,Desktop
,AMD Phenom II X6 1055T,6,$47.00,"3,164",67.31,"1,313",27.94,125,25.31,Apr 2010,AM3,Desktop
,AMD Phenom II X6 1075T,6,$54.49,"3,094",56.78,"1,388",25.48,125,24.75,Sep 2010,AM3,Desktop
,AMD Phenom II X6 1100T,6,$138.54,"3,702",26.72,"1,501",10.83,125,29.62,Dec 2010,AM3,Desktop
,AMD Phenom II X620 Dual-Core,2,NA,"1,262",NA,"1,339",NA,45,28.04,Feb 2013,S1,Laptop
,AMD Phenom II X920 Quad-Core,4,NA,"1,669",NA,944,NA,45,37.09,Sep 2010,S1,Laptop
,AMD Phenom X2 Dual-Core GE-5060,2,NA,"1,566",NA,"1,053",NA,NA,NA,Jul 2016,Unknown,Unknown
,AMD Phenom X2 Dual-Core GE-7060,2,NA,"1,010",NA,"1,332",NA,NA,NA,Mar 2013,Unknown,Unknown
,AMD Phenom X3 8550,3,$169.95*,961,5.66,773,4.55,95,10.12,May 2009,AM2/AM2+,Desktop
,AMD Phenom X4 Quad-Core GP-9530,4,NA,"1,228",NA,417,NA,NA,NA,Oct 2016,AM2+ (940-pin),Desktop
,AMD Phenom X4 Quad-Core GP-9730,4,NA,"1,784",NA,957,NA,NA,NA,Oct 2016,AM2+ (940-pin),Desktop
,AMD PRO A10-8700B,2,NA,"2,242",NA,"1,119",NA,15,149.48,Nov 2015,BGA (FP4),Laptop
,AMD PRO A10-8750B,2,NA,"2,824",NA,"1,248",NA,65,43.44,Nov 2015,FM2+,Desktop
,AMD PRO A10-8770E,4,NA,"3,181",NA,"1,447",NA,35,90.88,Jan 2017,AM4,Desktop
,AMD PRO A10-9700,2,$169.00*,"3,596",21.28,"1,633",9.66,65,55.32,Nov 2016,AM4,Desktop
,AMD PRO A10-9700E,2,$139.00*,"3,011",21.66,"1,396",10.05,35,86.03,Jul 2016,AM4,Desktop
,AMD PRO A12-8830B,4,NA,"2,392",NA,"1,192",NA,15,159.44,Sep 2017,BGA (FP4),Laptop
,AMD PRO A12-8870E,4,NA,"3,014",NA,"1,593",NA,35,86.12,Nov 2016,AM4,Desktop
,AMD PRO A12-9800B,4,NA,"2,696",NA,"1,400",NA,15,179.75,Jul 2016,FP4,Laptop
,AMD PRO A4-3350B APU,4,NA,"1,692",NA,770,NA,15,112.78,Jun 2016,FT3b,Laptop
,AMD PRO A4-8350B,1,$28.99*,"1,552",53.53,"1,365",47.07,65,23.87,Feb 2016,FM2+,Desktop
,AMD PRO A6-8500B,2,NA,"1,704",NA,"1,365",NA,15,113.60,Jan 2016,FP4,Laptop
,AMD PRO A6-8550B,1,NA,"1,885",NA,"1,623",NA,65,28.99,Jun 2016,FM2+,Desktop
,AMD PRO A6-8570E,2,NA,"1,489",NA,"1,216",NA,35,42.55,Jan 2017,Unknown,Desktop
,AMD PRO A6-9500B,2,NA,"1,340",NA,"1,108",NA,15,89.35,Mar 2017,FP4,Laptop
,AMD PRO A8-8600B,4,NA,"2,148",NA,"1,107",NA,15,143.18,Nov 2015,BGA (FP4),Laptop
,AMD PRO A8-8670E,4,NA,"2,989",NA,"1,382",NA,35,85.41,Aug 2017,AM4,Desktop
,AMD PRO A8-9600B,4,NA,"2,379",NA,"1,327",NA,15,158.58,Jan 2017,FP4,Laptop
,AMD R-260H APU,2,NA,954,NA,902,NA,17,56.13,Jan 2017,BGA827 (FP2),Laptop
,AMD R-460L APU,4,NA,"1,183",NA,776,NA,25,47.33,Feb 2015,BGA827 (FP2),Laptop
,AMD RX-425BB,4,NA,"2,724",NA,"1,282",NA,35,77.83,Apr 2021,FP3,Mobile/Embedded
,AMD Ryzen 3 1200,4,$90.80,"6,288",69.25,"1,921",21.16,65,96.74,Jun 2017,AM4,Desktop
,AMD Ryzen 3 2200G,4,$198.31,"6,790",34.24,"2,062",10.40,65,104.47,Feb 2018,AM4,Desktop
,AMD Ryzen 3 2200U,2,NA,"3,666",NA,"1,678",NA,15,244.40,Dec 2017,FP5,Laptop
,AMD Ryzen 3 2300X,4,$178.09*,"7,493",42.07,"2,361",13.25,65,115.27,Jan 2019,AM4,Desktop
,AMD Ryzen 3 3200G,4,$309.95,"7,204",23.24,"2,223",7.17,65,110.83,Jul 2019,AM4,Desktop
,AMD Ryzen 3 3200U,2,NA,"3,916",NA,"1,837",NA,15,261.05,Apr 2019,FP5,Laptop
,AMD Ryzen 3 3250U,2,NA,"4,018",NA,"1,850",NA,15,267.84,May 2020,FP5,Laptop
,AMD Ryzen 3 3300X,4,$290.00,"12,762",44.01,"2,691",9.28,65,196.34,May 2020,AM4,Desktop
,AMD Ryzen 3 4300G,4,NA,"11,040",NA,"2,556",NA,65,169.84,Jul 2020,AM4,Desktop
,AMD Ryzen 3 4300U,4,NA,"7,623",NA,"2,335",NA,15,508.22,Jan 2020,FP6,Laptop
,AMD Ryzen 3 5300GE,4,NA,"13,843",NA,"3,104",NA,35,395.51,Jun 2021,AM4,Desktop
,AMD Ryzen 3 5400U,4,NA,"11,888",NA,"2,885",NA,15,792.53,Mar 2021,FP6,Laptop
,AMD Ryzen 3 PRO 1300,4,NA,"7,717",NA,"2,229",NA,65,118.73,Sep 2017,AM4,Desktop
,AMD Ryzen 3 PRO 2200G,4,NA,"6,648",NA,"2,047",NA,65,102.28,Mar 2018,AM4,Desktop
,AMD Ryzen 3 PRO 2300U,4,NA,"6,025",NA,"1,858",NA,15,401.65,May 2018,FP5,Laptop
,AMD Ryzen 3 PRO 3200GE,4,NA,"7,071",NA,"2,189",NA,35,202.04,Jul 2019,AM4,Laptop
,AMD Ryzen 3 PRO 4200G,4,NA,"11,315",NA,"2,564",NA,65,174.07,Feb 2021,FP6,Desktop
,AMD Ryzen 3 PRO 4350G,4,NA,"10,818",NA,"2,539",NA,65,166.42,Jul 2020,AM4,Desktop
,AMD Ryzen 3 PRO 4450U,4,NA,"10,141",NA,"2,364",NA,15,676.06,Aug 2020,FP6,Laptop
,AMD Ryzen 3 PRO 5350GE,4,NA,"13,707",NA,"3,106",NA,35,391.62,Jun 2021,AM4,Desktop
,AMD Ryzen 5 1400,4,$96.60,"7,809",80.84,"1,908",19.75,65,120.14,Apr 2017,AM4,Desktop
,AMD Ryzen 5 1600,6,$202.74,"12,348",60.90,"2,079",10.25,65,189.96,Mar 2017,AM4,Desktop
,AMD Ryzen 5 2400G,4,$209.79,"8,732",41.62,"2,162",10.30,65,134.34,Feb 2018,AM4,Desktop
,AMD Ryzen 5 2500U,4,NA,"6,565",NA,"1,839",NA,15,437.65,Nov 2017,FP5,Laptop
,AMD Ryzen 5 2600,6,$164.98,"13,207",80.05,"2,253",13.66,65,203.18,Apr 2018,AM4,Desktop
,AMD Ryzen 5 2600X,6,$162.98,"14,071",86.33,"2,409",14.78,95,148.11,Apr 2018,AM4,Desktop
,AMD Ryzen 5 3350GE,4,NA,"9,684",NA,"2,342",NA,35,276.69,Jul 2020,Unknown,Desktop
,AMD Ryzen 5 3400GE,4,NA,"9,003",NA,"2,314",NA,35,257.22,Apr 2020,AM4,Desktop
,AMD Ryzen 5 3500,6,NA,"12,871",NA,"2,525",NA,65,198.02,Oct 2019,AM4,Desktop
,AMD Ryzen 5 3500U,4,NA,"7,120",NA,"1,989",NA,15,474.68,Mar 2019,FP5,Laptop
,AMD Ryzen 5 3550H,4,NA,"8,053",NA,"2,091",NA,35,230.09,Feb 2019,FP5,Laptop
,AMD Ryzen 5 3580U,4,NA,"7,797",NA,"2,110",NA,15,519.77,Oct 2019,FP5,Laptop
,AMD Ryzen 5 3600X,6,$229.78,"18,302",79.65,"2,672",11.63,95,192.65,Jul 2019,AM4,Desktop
,AMD Ryzen 5 4500U,6,NA,"11,159",NA,"2,463",NA,15,743.95,Apr 2020,FP6,Laptop
,AMD Ryzen 5 4600GE,6,NA,"16,377",NA,"2,676",NA,35,467.92,Sep 2020,AM4,Desktop
,AMD Ryzen 5 4600HS,6,NA,"14,666",NA,"2,466",NA,35,419.04,Jul 2020,FP6,Laptop
,AMD Ryzen 5 5500U,6,NA,"13,280",NA,"2,466",NA,15,885.33,Feb 2021,FP6,Laptop
,AMD Ryzen 5 5600GE,6,NA,"18,879",NA,"3,224",NA,35,539.40,Jun 2021,AM4,Desktop
,AMD Ryzen 5 5600U,6,NA,"15,854",NA,"2,970",NA,15,"1,056.94",Apr 2021,FP6,Laptop
,AMD Ryzen 5 PRO 1500,4,NA,"9,402",NA,"2,158",NA,65,144.65,Jul 2017,AM4,Desktop
,AMD Ryzen 5 PRO 2400G,4,NA,"8,307",NA,"2,124",NA,65,127.79,May 2018,AM4,Desktop
,AMD Ryzen 5 PRO 2500U,4,NA,"6,818",NA,"1,804",NA,15,454.51,May 2018,FP5,Laptop
,AMD Ryzen 5 PRO 3350G,4,NA,"9,515",NA,"2,332",NA,65,146.39,Jun 2020,AM4,Desktop
,AMD Ryzen 5 PRO 3400G,4,NA,"9,352",NA,"2,322",NA,65,143.88,Oct 2019,AM4,Desktop
,AMD Ryzen 5 PRO 3500U,4,NA,"6,988",NA,"1,965",NA,15,465.84,Jul 2019,FP5,Laptop
,AMD Ryzen 5 PRO 4400G,6,NA,"16,456",NA,"2,656",NA,NA,NA,Aug 2020,Unknown,Desktop
,AMD Ryzen 5 PRO 4500U,6,NA,"12,049",NA,"2,486",NA,15,803.25,May 2020,FP6,Laptop
,AMD Ryzen 5 PRO 4650GE,6,NA,"15,673",NA,"2,620",NA,35,447.80,Sep 2020,AM4,Desktop
,AMD Ryzen 5 PRO 5650G,6,NA,"21,087",NA,"3,254",NA,65,324.41,Jun 2021,AM4,Desktop
,AMD Ryzen 5 PRO 5650U,6,NA,"15,480",NA,"2,961",NA,15,"1,032.01",May 2021,FP6,Laptop
,AMD Ryzen 7 1700X,8,$168.06,"15,529",92.40,"2,073",12.33,95,163.47,Mar 2017,AM4,Desktop
,AMD Ryzen 7 2700,8,$192.84,"15,686",81.34,"2,202",11.42,65,241.33,Apr 2018,AM4,Desktop
,AMD Ryzen 7 2700U,4,NA,"6,812",NA,"1,760",NA,15,454.12,Dec 2017,FP5,Laptop
,AMD Ryzen 7 2800H,4,NA,"7,656",NA,"2,164",NA,45,170.13,Jan 2019,FP5,Laptop
,AMD Ryzen 7 3700X,8,$369.25,"22,768",61.66,"2,685",7.27,65,350.27,Jul 2019,AM4,Desktop
,AMD Ryzen 7 3780U,4,NA,"7,549",NA,"2,229",NA,15,503.29,Oct 2019,FP5,Laptop
,AMD Ryzen 7 3800XT,8,$384.99,"23,896",62.07,"2,854",7.41,105,227.58,Jul 2020,AM4,Desktop
,AMD Ryzen 7 4700GE,8,NA,"20,648",NA,"2,735",NA,35,589.96,Sep 2020,AM4,Desktop
,AMD Ryzen 7 4800H,8,NA,"19,144",NA,"2,646",NA,45,425.43,Mar 2020,FP6,Laptop
,AMD Ryzen 7 4800U,8,NA,"17,109",NA,"2,611",NA,15,"1,140.59",May 2020,FP6,Laptop
,AMD Ryzen 7 5700GE,8,NA,"22,566",NA,"3,371",NA,35,644.73,Jun 2021,AM4,Desktop
,AMD Ryzen 7 5800,8,NA,"26,002",NA,"3,417",NA,65,400.03,Mar 2021,AM4,Desktop
,AMD Ryzen 7 5800HS,8,NA,"20,965",NA,"3,073",NA,35,599.00,Mar 2021,FP6,Laptop
,AMD Ryzen 7 5800U,8,NA,"19,259",NA,"3,143",NA,15,"1,283.94",Feb 2021,FP6,Laptop
,AMD Ryzen 7 Extreme Edition,8,NA,"18,187",NA,"2,670",NA,NA,NA,Jul 2020,FP6,Laptop
,AMD Ryzen 7 PRO 1700X,8,NA,"15,799",NA,"2,246",NA,95,166.31,Jun 2017,AM4,Desktop
,AMD Ryzen 7 PRO 2700U,4,NA,"7,122",NA,"1,995",NA,15,474.82,May 2018,FP5,Laptop
,AMD Ryzen 7 PRO 3700,8,$329.99*,"22,703",68.80,"2,675",8.11,65,349.28,Sep 2019,AM4,Desktop
,AMD Ryzen 7 PRO 4700G,8,NA,"20,848",NA,"2,700",NA,65,320.74,Aug 2020,AM4,Desktop
,AMD Ryzen 7 PRO 4750GE,8,NA,"19,082",NA,"2,714",NA,35,545.20,Sep 2020,AM4,Desktop
,AMD Ryzen 7 PRO 5750G,8,NA,"25,503",NA,"3,394",NA,65,392.36,Jun 2021,AM4,Desktop
,AMD Ryzen 7 PRO 5850U,8,NA,"18,128",NA,"3,085",NA,15,"1,208.55",Mar 2021,FP6,Laptop
